filename,class,source,source_index,generator,width,height
backbone_62.jpg,fake,hf:ComplexDataLab/OpenFake,62,sdxl,880,1168
backbone_63.jpg,real,hf:ComplexDataLab/OpenFake,63,pexels,1600,1066
backbone_64.jpg,fake,hf:ComplexDataLab/OpenFake,64,flux.1-dev,768,1024
backbone_65.jpg,fake,hf:ComplexDataLab/OpenFake,65,sd-xl-v1.0-vae-fix,832,1216
backbone_66.jpg,fake,hf:ComplexDataLab/OpenFake,66,flux.1-schnell,1152,768
backbone_68.jpg,fake,hf:ComplexDataLab/OpenFake,68,imagen-4.0,896,1280
backbone_69.jpg,fake,hf:ComplexDataLab/OpenFake,69,stable-diffusion-xl-base-1.0,1024,1024
backbone_70.jpg,real,hf:ComplexDataLab/OpenFake,70,laion,400,600
backbone_71.jpg,real,hf:ComplexDataLab/OpenFake,71,laion,960,1450
backbone_72.jpg,fake,hf:ComplexDataLab/OpenFake,72,dalle-3,1024,1024
backbone_73.jpg,real,hf:ComplexDataLab/OpenFake,73,pexels,1200,1600
backbone_74.jpg,real,hf:ComplexDataLab/OpenFake,74,pexels,1066,1600
backbone_75.jpg,fake,hf:ComplexDataLab/OpenFake,75,flux-1.1-pro,1024,1024
backbone_76.jpg,fake,hf:ComplexDataLab/OpenFake,76,sd-2.1,1168,880
backbone_77.jpg,real,hf:ComplexDataLab/OpenFake,77,pexels,1066,1600
backbone_78.jpg,real,hf:ComplexDataLab/OpenFake,78,laion,628,471
backbone_79.jpg,fake,hf:ComplexDataLab/OpenFake,79,flux.1-dev,768,1152
backbone_80.jpg,fake,hf:ComplexDataLab/OpenFake,80,ideogram-3.0,1280,800
backbone_81.jpg,fake,hf:ComplexDataLab/OpenFake,81,flux.2-klein-4b,1024,1024
backbone_82.jpg,real,hf:ComplexDataLab/OpenFake,82,pexels,1066,1600
backbone_84.jpg,fake,hf:ComplexDataLab/OpenFake,84,sdxl-epic-realism,1024,768
backbone_85.jpg,fake,hf:ComplexDataLab/OpenFake,85,ideogram-3.0,736,1312
backbone_86.jpg,real,hf:ComplexDataLab/OpenFake,86,laion,698,540
backbone_87.jpg,fake,hf:ComplexDataLab/OpenFake,87,sd-2.1,512,384
backbone_88.jpg,real,hf:ComplexDataLab/OpenFake,88,pexels,1066,1600
backbone_90.jpg,fake,hf:ComplexDataLab/OpenFake,90,midjourney-6,1024,1024
backbone_91.jpg,fake,hf:ComplexDataLab/OpenFake,91,stable-diffusion-v1-5,512,512
backbone_92.jpg,fake,hf:ComplexDataLab/OpenFake,92,midjourney-6,1024,1024
backbone_93.jpg,fake,hf:ComplexDataLab/OpenFake,93,sd-3.5,1024,1024
backbone_94.jpg,fake,hf:ComplexDataLab/OpenFake,94,hidream-i1-full,768,1360
backbone_95.jpg,real,hf:ComplexDataLab/OpenFake,95,laion,630,420
backbone_96.jpg,real,hf:ComplexDataLab/OpenFake,96,laion,690,432
backbone_97.jpg,real,hf:ComplexDataLab/OpenFake,97,laion,1100,619
backbone_98.jpg,fake,hf:ComplexDataLab/OpenFake,98,sd-2.1,384,576
backbone_99.jpg,fake,hf:ComplexDataLab/OpenFake,99,sd-3.5,768,1152
backbone_100.jpg,fake,hf:ComplexDataLab/OpenFake,100,one-obsession-17-red-sdxl,1024,1024
backbone_101.jpg,real,hf:ComplexDataLab/OpenFake,101,laion,638,426
backbone_102.jpg,fake,hf:ComplexDataLab/OpenFake,102,flux.1-dev,1024,768
backbone_103.jpg,real,hf:ComplexDataLab/OpenFake,103,laion,500,700
backbone_104.jpg,real,hf:ComplexDataLab/OpenFake,104,pexels,1600,900
backbone_105.jpg,fake,hf:ComplexDataLab/OpenFake,105,midjourney-6,1024,1024
backbone_106.jpg,fake,hf:ComplexDataLab/OpenFake,106,stable-diffusion-v1-5,512,512
backbone_107.jpg,real,hf:ComplexDataLab/OpenFake,107,pexels,1066,1599
backbone_108.jpg,fake,hf:ComplexDataLab/OpenFake,108,sdxl-realvis-v5,768,1360
backbone_109.jpg,real,hf:ComplexDataLab/OpenFake,109,laion,687,400
backbone_110.jpg,real,hf:ComplexDataLab/OpenFake,110,laion,1024,683
backbone_111.jpg,fake,hf:ComplexDataLab/OpenFake,111,realistic_vision_v5.1_novae,512,512
backbone_112.jpg,fake,hf:ComplexDataLab/OpenFake,112,hidream-i1-full,768,1360
backbone_113.jpg,fake,hf:ComplexDataLab/OpenFake,113,flux.1-schnell,1024,768
backbone_114.jpg,real,hf:ComplexDataLab/OpenFake,114,pexels,1279,1600
backbone_115.jpg,real,hf:ComplexDataLab/OpenFake,115,laion,1280,853
backbone_116.jpg,fake,hf:ComplexDataLab/OpenFake,116,wan-video-2.2,480,832
backbone_117.jpg,real,hf:ComplexDataLab/OpenFake,117,pexels,1066,1600
backbone_118.jpg,fake,hf:ComplexDataLab/OpenFake,118,dalle-3,1024,1024
backbone_119.jpg,fake,hf:ComplexDataLab/OpenFake,119,sd-2.1,1360,768
backbone_120.jpg,fake,hf:ComplexDataLab/OpenFake,120,flux.1-dev,1024,1024
backbone_121.jpg,real,hf:ComplexDataLab/OpenFake,121,pexels,1066,1600
backbone_122.jpg,real,hf:ComplexDataLab/OpenFake,122,pexels,1201,1599
backbone_123.jpg,fake,hf:ComplexDataLab/OpenFake,123,sdxl-juggernaut,1024,768
backbone_124.jpg,real,hf:ComplexDataLab/OpenFake,124,pexels,1600,1066
backbone_125.jpg,real,hf:ComplexDataLab/OpenFake,125,pexels,1066,1600
backbone_126.jpg,fake,hf:ComplexDataLab/OpenFake,126,flux-mvc5000,1024,768
backbone_127.jpg,fake,hf:ComplexDataLab/OpenFake,127,sdxl,880,1168
backbone_128.jpg,fake,hf:ComplexDataLab/OpenFake,128,sd-3.5,512,1024
backbone_129.jpg,real,hf:ComplexDataLab/OpenFake,129,laion,1000,567
backbone_131.jpg,real,hf:ComplexDataLab/OpenFake,131,laion,530,407
backbone_132.jpg,fake,hf:ComplexDataLab/OpenFake,132,hidream-i1-full,1248,832
backbone_133.jpg,real,hf:ComplexDataLab/OpenFake,133,pexels,1600,1068
backbone_134.jpg,fake,hf:ComplexDataLab/OpenFake,134,midjourney-6,1024,1024
backbone_135.jpg,fake,hf:ComplexDataLab/OpenFake,135,ideogram-3.0,864,1152
backbone_136.jpg,fake,hf:ComplexDataLab/OpenFake,136,flux.1-dev,1024,768
backbone_137.jpg,fake,hf:ComplexDataLab/OpenFake,137,dalle-3,1024,1024
backbone_139.jpg,fake,hf:ComplexDataLab/OpenFake,139,gpt-image-1,1536,1024
backbone_141.jpg,real,hf:ComplexDataLab/OpenFake,141,pexels,1600,1066
backbone_142.jpg,real,hf:ComplexDataLab/OpenFake,142,laion,800,1198
backbone_143.jpg,real,hf:ComplexDataLab/OpenFake,143,pexels,1066,1600
backbone_145.jpg,real,hf:ComplexDataLab/OpenFake,145,pexels,1600,900
backbone_146.jpg,fake,hf:ComplexDataLab/OpenFake,146,grok-2-image-1212,1024,768
backbone_147.jpg,real,hf:ComplexDataLab/OpenFake,147,laion,682,1024
backbone_148.jpg,fake,hf:ComplexDataLab/OpenFake,148,sd-3.5,512,1024
backbone_149.jpg,fake,hf:ComplexDataLab/OpenFake,149,sd-1.5-epicdream,1024,512
backbone_150.jpg,fake,hf:ComplexDataLab/OpenFake,150,cyberrealistic-pony-v14.0,832,1216
backbone_152.jpg,real,hf:ComplexDataLab/OpenFake,152,pexels,899,1600
backbone_153.jpg,fake,hf:ComplexDataLab/OpenFake,153,cyberrealistic-pony-v16.0,832,1216
backbone_154.jpg,fake,hf:ComplexDataLab/OpenFake,154,sd-1.5-dreamshaper,1024,1024
backbone_155.jpg,real,hf:ComplexDataLab/OpenFake,155,laion,1280,878
backbone_156.jpg,real,hf:ComplexDataLab/OpenFake,156,pexels,1600,1071
backbone_157.jpg,fake,hf:ComplexDataLab/OpenFake,157,sdxl,1024,1024
backbone_158.jpg,real,hf:ComplexDataLab/OpenFake,158,pexels,1600,1066
backbone_159.jpg,fake,hf:ComplexDataLab/OpenFake,159,flux.2-dev,1057,1600
backbone_160.jpg,fake,hf:ComplexDataLab/OpenFake,160,sdxl,1168,880
backbone_161.jpg,real,hf:ComplexDataLab/OpenFake,161,pexels,1066,1600
backbone_162.jpg,real,hf:ComplexDataLab/OpenFake,162,pexels,1600,1067
backbone_163.jpg,real,hf:ComplexDataLab/OpenFake,163,pexels,1600,1059
backbone_164.jpg,real,hf:ComplexDataLab/OpenFake,164,laion,550,550
backbone_165.jpg,fake,hf:ComplexDataLab/OpenFake,165,cyberrealistic-xl-v9.0,1216,832
backbone_166.jpg,fake,hf:ComplexDataLab/OpenFake,166,sd-3.5,768,1152
backbone_167.jpg,fake,hf:ComplexDataLab/OpenFake,167,sdxl-epic-realism,1024,1024
backbone_168.jpg,real,hf:ComplexDataLab/OpenFake,168,pexels,1066,1600
backbone_169.jpg,fake,hf:ComplexDataLab/OpenFake,169,flux.1-dev,512,1024
backbone_170.jpg,real,hf:ComplexDataLab/OpenFake,170,laion,870,483
backbone_171.jpg,real,hf:ComplexDataLab/OpenFake,171,pexels,1066,1600
backbone_172.jpg,real,hf:ComplexDataLab/OpenFake,172,pexels,1600,898
backbone_173.jpg,fake,hf:ComplexDataLab/OpenFake,173,sd-1.5-dreamshaper,1024,1024
backbone_174.jpg,real,hf:ComplexDataLab/OpenFake,174,laion,500,500
backbone_175.jpg,real,hf:ComplexDataLab/OpenFake,175,pexels,1600,1067
backbone_176.jpg,fake,hf:ComplexDataLab/OpenFake,176,midjourney-6,1024,1024
backbone_177.jpg,fake,hf:ComplexDataLab/OpenFake,177,sd-2.1,512,512
backbone_178.jpg,real,hf:ComplexDataLab/OpenFake,178,pexels,1600,1066
backbone_179.jpg,fake,hf:ComplexDataLab/OpenFake,179,sdxl-realvis-v5,512,512
backbone_180.jpg,fake,hf:ComplexDataLab/OpenFake,180,flux.1-dev,512,1024
backbone_181.jpg,fake,hf:ComplexDataLab/OpenFake,181,sdxl,1360,768
backbone_182.jpg,real,hf:ComplexDataLab/OpenFake,182,laion,1000,500
backbone_183.jpg,fake,hf:ComplexDataLab/OpenFake,183,flux.1-dev,1152,768
backbone_184.jpg,fake,hf:ComplexDataLab/OpenFake,184,sd-2.1,384,576
backbone_185.jpg,real,hf:ComplexDataLab/OpenFake,185,laion,980,552
backbone_186.jpg,real,hf:ComplexDataLab/OpenFake,186,laion,784,595
backbone_187.jpg,real,hf:ComplexDataLab/OpenFake,187,laion,640,480
backbone_188.jpg,fake,hf:ComplexDataLab/OpenFake,188,playground-v2.5-1024px-aesthetic,1024,1024
backbone_189.jpg,real,hf:ComplexDataLab/OpenFake,189,laion,570,490
backbone_190.jpg,real,hf:ComplexDataLab/OpenFake,190,pexels,1067,1600
backbone_191.jpg,real,hf:ComplexDataLab/OpenFake,191,pexels,1066,1600
backbone_192.jpg,fake,hf:ComplexDataLab/OpenFake,192,sdxl-touchofrealism,768,1024
backbone_194.jpg,real,hf:ComplexDataLab/OpenFake,194,laion,600,1304
backbone_195.jpg,fake,hf:ComplexDataLab/OpenFake,195,stable-diffusion-v1-4,512,512
backbone_196.jpg,fake,hf:ComplexDataLab/OpenFake,196,sd-2.1,768,1360
backbone_197.jpg,fake,hf:ComplexDataLab/OpenFake,197,mystic,512,1024
backbone_198.jpg,fake,hf:ComplexDataLab/OpenFake,198,flux.1-dev,768,1024
backbone_200.jpg,fake,hf:ComplexDataLab/OpenFake,200,ideogram-3.0,800,1280
backbone_201.jpg,fake,hf:ComplexDataLab/OpenFake,201,sdxl-epic-realism,1024,1024
backbone_202.jpg,fake,hf:ComplexDataLab/OpenFake,202,tiny-random-sana,1024,1024
backbone_203.jpg,real,hf:ComplexDataLab/OpenFake,203,laion,1280,720
backbone_204.jpg,real,hf:ComplexDataLab/OpenFake,204,laion,427,698
backbone_205.jpg,fake,hf:ComplexDataLab/OpenFake,205,sd-2.1,512,384
backbone_206.jpg,fake,hf:ComplexDataLab/OpenFake,206,chroma,1200,1600
backbone_207.jpg,fake,hf:ComplexDataLab/OpenFake,207,sd-3.5,1024,1024
backbone_208.jpg,fake,hf:ComplexDataLab/OpenFake,208,ideogram-3.0,736,1312
backbone_209.jpg,fake,hf:ComplexDataLab/OpenFake,209,ideogram-3.0,800,1280
backbone_210.jpg,real,hf:ComplexDataLab/OpenFake,210,laion,512,768
backbone_211.jpg,fake,hf:ComplexDataLab/OpenFake,211,sdxl-juggernaut,768,1024
backbone_212.jpg,real,hf:ComplexDataLab/OpenFake,212,pexels,1054,1600
backbone_213.jpg,fake,hf:ComplexDataLab/OpenFake,213,sd-3.5,768,1024
backbone_214.jpg,fake,hf:ComplexDataLab/OpenFake,214,flux.2-klein-base-4b,1024,1024
backbone_215.jpg,fake,hf:ComplexDataLab/OpenFake,215,sd-1.5-dreamshaper,1024,512
backbone_216.jpg,real,hf:ComplexDataLab/OpenFake,216,pexels,1600,1066
backbone_217.jpg,fake,hf:ComplexDataLab/OpenFake,217,flux.1-dev,768,1024
backbone_218.jpg,real,hf:ComplexDataLab/OpenFake,218,laion,800,800
backbone_219.jpg,fake,hf:ComplexDataLab/OpenFake,219,tiny-random-sana,1024,1024
backbone_220.jpg,real,hf:ComplexDataLab/OpenFake,220,laion,630,420
backbone_221.jpg,real,hf:ComplexDataLab/OpenFake,221,pexels,1066,1599
backbone_222.jpg,fake,hf:ComplexDataLab/OpenFake,222,sd-1.5-epicdream,768,1152
backbone_223.jpg,fake,hf:ComplexDataLab/OpenFake,223,mystic,1024,512
backbone_224.jpg,fake,hf:ComplexDataLab/OpenFake,224,sd-3.5,768,1152
backbone_226.jpg,fake,hf:ComplexDataLab/OpenFake,226,gpt-image-1,1024,1024
backbone_227.jpg,fake,hf:ComplexDataLab/OpenFake,227,sd-1.5-dreamshaper,1024,1024
backbone_228.jpg,real,hf:ComplexDataLab/OpenFake,228,pexels,1600,1068
backbone_229.jpg,fake,hf:ComplexDataLab/OpenFake,229,sdxl,768,1152
backbone_230.jpg,real,hf:ComplexDataLab/OpenFake,230,laion,1000,1420
backbone_231.jpg,real,hf:ComplexDataLab/OpenFake,231,pexels,1600,767
backbone_232.jpg,fake,hf:ComplexDataLab/OpenFake,232,sd-1.5-epicdream,768,1152
backbone_233.jpg,real,hf:ComplexDataLab/OpenFake,233,pexels,1200,1600
backbone_234.jpg,fake,hf:ComplexDataLab/OpenFake,234,pony,832,1216
backbone_235.jpg,fake,hf:ComplexDataLab/OpenFake,235,sdxl-epic-realism,1024,1024
backbone_236.jpg,fake,hf:ComplexDataLab/OpenFake,236,sdxl,768,1152
backbone_237.jpg,fake,hf:ComplexDataLab/OpenFake,237,midjourney-6,1024,1024
backbone_238.jpg,fake,hf:ComplexDataLab/OpenFake,238,sd-1.5-dreamshaper,1024,512
backbone_239.jpg,fake,hf:ComplexDataLab/OpenFake,239,novaanimexl_ilv140,1024,1024
backbone_240.jpg,fake,hf:ComplexDataLab/OpenFake,240,flux.1-dev,1152,768
backbone_241.jpg,fake,hf:ComplexDataLab/OpenFake,241,sd-3.5,1024,1024
backbone_242.jpg,fake,hf:ComplexDataLab/OpenFake,242,midjourney-6,1024,1024
backbone_243.jpg,real,hf:ComplexDataLab/OpenFake,243,laion,450,600
backbone_244.jpg,real,hf:ComplexDataLab/OpenFake,244,laion,453,630
backbone_245.jpg,real,hf:ComplexDataLab/OpenFake,245,laion,1065,1600
backbone_246.jpg,fake,hf:ComplexDataLab/OpenFake,246,nano-banana,1194,1600
backbone_247.jpg,real,hf:ComplexDataLab/OpenFake,247,laion,800,500
backbone_249.jpg,real,hf:ComplexDataLab/OpenFake,249,pexels,1600,1066
backbone_250.jpg,real,hf:ComplexDataLab/OpenFake,250,pexels,1067,1600
backbone_251.jpg,fake,hf:ComplexDataLab/OpenFake,251,flux.1-schnell,1024,1024
backbone_252.jpg,real,hf:ComplexDataLab/OpenFake,252,laion,640,454
backbone_253.jpg,fake,hf:ComplexDataLab/OpenFake,253,flux-1.1-pro,896,1152
backbone_254.jpg,fake,hf:ComplexDataLab/OpenFake,254,sd-3.5,1024,1024
backbone_255.jpg,real,hf:ComplexDataLab/OpenFake,255,laion,1000,667
backbone_256.jpg,fake,hf:ComplexDataLab/OpenFake,256,sdxl-touchofrealism,1024,1024
backbone_257.jpg,fake,hf:ComplexDataLab/OpenFake,257,sdxl-juggernaut,1152,768
backbone_258.jpg,fake,hf:ComplexDataLab/OpenFake,258,sd-1.5,1024,1024
backbone_259.jpg,fake,hf:ComplexDataLab/OpenFake,259,sd-2.1,1360,768
backbone_260.jpg,fake,hf:ComplexDataLab/OpenFake,260,nano-banana-2,1073,1600
backbone_261.jpg,fake,hf:ComplexDataLab/OpenFake,261,dalle-3,1024,1024
backbone_262.jpg,fake,hf:ComplexDataLab/OpenFake,262,flux.1-dev,1024,512
backbone_263.jpg,fake,hf:ComplexDataLab/OpenFake,263,flux.1-dev,960,1280
backbone_264.jpg,real,hf:ComplexDataLab/OpenFake,264,pexels,1599,1066
backbone_265.jpg,fake,hf:ComplexDataLab/OpenFake,265,flux.1-dev,1152,768
backbone_266.jpg,real,hf:ComplexDataLab/OpenFake,266,laion,768,432
backbone_267.jpg,fake,hf:ComplexDataLab/OpenFake,267,sdxl-touchofrealism,1024,1024
backbone_269.jpg,real,hf:ComplexDataLab/OpenFake,269,pexels,1066,1600
backbone_270.jpg,real,hf:ComplexDataLab/OpenFake,270,laion,634,415
backbone_271.jpg,fake,hf:ComplexDataLab/OpenFake,271,sd-3.5,512,1024
backbone_272.jpg,real,hf:ComplexDataLab/OpenFake,272,pexels,1599,1066
backbone_273.jpg,fake,hf:ComplexDataLab/OpenFake,273,sd-2.1,576,384
backbone_274.jpg,fake,hf:ComplexDataLab/OpenFake,274,flux.1-dev,1152,768
backbone_275.jpg,fake,hf:ComplexDataLab/OpenFake,275,cyberrealistic-pony-v14.1,1120,1600
backbone_276.jpg,real,hf:ComplexDataLab/OpenFake,276,pexels,1066,1600
backbone_277.jpg,fake,hf:ComplexDataLab/OpenFake,277,flux.1-schnell,512,1024
backbone_278.jpg,fake,hf:ComplexDataLab/OpenFake,278,dalle-3,1024,1024
backbone_279.jpg,real,hf:ComplexDataLab/OpenFake,279,pexels,1066,1600
backbone_280.jpg,real,hf:ComplexDataLab/OpenFake,280,pexels,1066,1600
backbone_281.jpg,real,hf:ComplexDataLab/OpenFake,281,pexels,1066,1600
backbone_283.jpg,fake,hf:ComplexDataLab/OpenFake,283,nano-banana,1280,857
backbone_284.jpg,real,hf:ComplexDataLab/OpenFake,284,pexels,1067,1600
backbone_285.jpg,real,hf:ComplexDataLab/OpenFake,285,pexels,1066,1600
backbone_286.jpg,fake,hf:ComplexDataLab/OpenFake,286,sdxl,512,768
backbone_287.jpg,real,hf:ComplexDataLab/OpenFake,287,pexels,1066,1600
backbone_288.jpg,real,hf:ComplexDataLab/OpenFake,288,laion,1024,683
backbone_289.jpg,real,hf:ComplexDataLab/OpenFake,289,pexels,1600,1484
backbone_290.jpg,real,hf:ComplexDataLab/OpenFake,290,laion,800,543
backbone_291.jpg,fake,hf:ComplexDataLab/OpenFake,291,dalle-3,1024,1024
backbone_292.jpg,real,hf:ComplexDataLab/OpenFake,292,pexels,1066,1600
backbone_294.jpg,fake,hf:ComplexDataLab/OpenFake,294,flux.1-dev,1024,1024
backbone_295.jpg,real,hf:ComplexDataLab/OpenFake,295,pexels,1066,1599
backbone_298.jpg,fake,hf:ComplexDataLab/OpenFake,298,midjourney-6,1024,1024
backbone_299.jpg,fake,hf:ComplexDataLab/OpenFake,299,flux.1-dev,512,1024
backbone_300.jpg,fake,hf:ComplexDataLab/OpenFake,300,sdxl-epic-realism,1152,768
backbone_301.jpg,real,hf:ComplexDataLab/OpenFake,301,pexels,1066,1600
backbone_302.jpg,fake,hf:ComplexDataLab/OpenFake,302,tiny-random-sana,1024,1024
backbone_303.jpg,real,hf:ComplexDataLab/OpenFake,303,pexels,1600,1068
backbone_304.jpg,fake,hf:ComplexDataLab/OpenFake,304,flux.1-dev,1024,768
backbone_305.jpg,fake,hf:ComplexDataLab/OpenFake,305,wan-video-2.2,900,1600
backbone_306.jpg,real,hf:ComplexDataLab/OpenFake,306,pexels,1600,1066
backbone_307.jpg,fake,hf:ComplexDataLab/OpenFake,307,flux.1-dev,1024,1024
backbone_308.jpg,fake,hf:ComplexDataLab/OpenFake,308,dalle-3,1024,1024
backbone_309.jpg,fake,hf:ComplexDataLab/OpenFake,309,sd-1.5,768,1024
backbone_310.jpg,fake,hf:ComplexDataLab/OpenFake,310,hidream-i1-full,832,1248
backbone_311.jpg,fake,hf:ComplexDataLab/OpenFake,311,sd-3.5,512,1024
backbone_312.jpg,real,hf:ComplexDataLab/OpenFake,312,pexels,1200,1600
backbone_313.jpg,fake,hf:ComplexDataLab/OpenFake,313,sd-3.5,1024,1024
backbone_314.jpg,fake,hf:ComplexDataLab/OpenFake,314,sd-2.1,1168,880
backbone_315.jpg,fake,hf:ComplexDataLab/OpenFake,315,sdxl-touchofrealism,512,1024
backbone_316.jpg,real,hf:ComplexDataLab/OpenFake,316,pexels,1066,1600
backbone_317.jpg,fake,hf:ComplexDataLab/OpenFake,317,imagen-4.0,768,1408
backbone_318.jpg,fake,hf:ComplexDataLab/OpenFake,318,cyberrealistic-pony-v16.0,832,1216
backbone_319.jpg,real,hf:ComplexDataLab/OpenFake,319,laion,1024,683
backbone_320.jpg,real,hf:ComplexDataLab/OpenFake,320,pexels,1066,1600
backbone_321.jpg,fake,hf:ComplexDataLab/OpenFake,321,studio-ghibli-wan2.1-t2v-14b-v1.0,544,688
backbone_322.jpg,real,hf:ComplexDataLab/OpenFake,322,laion,773,1024
backbone_323.jpg,real,hf:ComplexDataLab/OpenFake,323,pexels,1066,1599
backbone_325.jpg,fake,hf:ComplexDataLab/OpenFake,325,midjourney-6,1024,1024
backbone_326.jpg,real,hf:ComplexDataLab/OpenFake,326,pexels,1068,1600
backbone_327.jpg,real,hf:ComplexDataLab/OpenFake,327,pexels,1600,1066
backbone_328.jpg,real,hf:ComplexDataLab/OpenFake,328,laion,899,1200
backbone_329.jpg,fake,hf:ComplexDataLab/OpenFake,329,sd-3.5,512,1024
backbone_330.jpg,real,hf:ComplexDataLab/OpenFake,330,laion,1280,960
backbone_331.jpg,fake,hf:ComplexDataLab/OpenFake,331,sd-turbo,512,512
backbone_332.jpg,fake,hf:ComplexDataLab/OpenFake,332,sd-2.1,512,384
backbone_334.jpg,real,hf:ComplexDataLab/OpenFake,334,pexels,1599,1066
backbone_335.jpg,real,hf:ComplexDataLab/OpenFake,335,laion,1024,615
backbone_336.jpg,real,hf:ComplexDataLab/OpenFake,336,laion,1000,667
backbone_337.jpg,real,hf:ComplexDataLab/OpenFake,337,laion,750,500
