path,class,domain,source,sport,framing,generator,license,attribution,split
backbone/real/backbone_68.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_69.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_70.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_71.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_72.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_73.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_74.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,test
backbone/fake/backbone_75.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,seedream-v4.5,see source dataset card,,val
backbone/fake/backbone_76.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_77.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-dreamshaper,see source dataset card,,train
backbone/fake/backbone_78.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,val
backbone/fake/backbone_79.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,gpt-image-1,see source dataset card,,train
backbone/real/backbone_80.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_81.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_82.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,midjourney-6,see source dataset card,,train
backbone/fake/backbone_83.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,hidream-i1-full,see source dataset card,,train
backbone/fake/backbone_84.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/real/backbone_85.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_86.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,hidream-i1-full,see source dataset card,,train
backbone/fake/backbone_87.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,stable-diffusion-v1-5,see source dataset card,,train
backbone/fake/backbone_88.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-epicdream,see source dataset card,,train
backbone/real/backbone_89.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_90.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/real/backbone_91.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_92.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/fake/backbone_93.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,midjourney-6,see source dataset card,,train
backbone/real/backbone_94.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_95.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/real/backbone_96.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_97.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_98.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_99.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/fake/backbone_100.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/fake/backbone_101.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,hidream-i1-full,see source dataset card,,train
backbone/real/backbone_102.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_103.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_104.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/real/backbone_105.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_107.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,gpt-image-1,see source dataset card,,train
backbone/real/backbone_108.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/fake/backbone_109.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,train
backbone/real/backbone_110.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_111.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_112.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,ideogram-3.0,see source dataset card,,train
backbone/fake/backbone_113.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/real/backbone_115.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_116.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,train
backbone/fake/backbone_117.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,train
backbone/real/backbone_118.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_119.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_120.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,train
backbone/fake/backbone_121.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-turbo,see source dataset card,,train
backbone/real/backbone_122.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_123.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/fake/backbone_124.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/fake/backbone_126.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,ideogram-3.0,see source dataset card,,val
backbone/real/backbone_127.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_128.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val
backbone/real/backbone_129.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_130.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_131.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_132.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_133.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/real/backbone_134.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_135.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_138.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,imagen-4.0,see source dataset card,,test
backbone/fake/backbone_139.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-xl-v1.0-vae-fix,see source dataset card,,train
backbone/fake/backbone_140.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-touchofrealism,see source dataset card,,train
backbone/real/backbone_141.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_142.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/real/backbone_143.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_145.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,midjourney-6,see source dataset card,,train
backbone/real/backbone_146.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_147.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-amateursnapshotphotos,see source dataset card,,train
backbone/fake/backbone_148.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,test
backbone/real/backbone_149.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/fake/backbone_150.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,train
backbone/fake/backbone_151.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,test
backbone/real/backbone_152.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/fake/backbone_153.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-epicdream,see source dataset card,,val
backbone/fake/backbone_154.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-1.1-pro,see source dataset card,,train
backbone/fake/backbone_155.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,test
backbone/fake/backbone_156.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/real/backbone_157.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_158.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_159.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.2-dev,see source dataset card,,train
backbone/real/backbone_160.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_161.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_162.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/fake/backbone_163.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,stable-diffusion-v1-4,see source dataset card,,train
backbone/real/backbone_164.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_165.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/fake/backbone_166.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,ideogram-3.0,see source dataset card,,test
backbone/fake/backbone_167.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,hidream-i1-full,see source dataset card,,train
backbone/fake/backbone_168.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-turbo,see source dataset card,,train
backbone/fake/backbone_169.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,imagen-4.0,see source dataset card,,val
backbone/real/backbone_170.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_171.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_172.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_173.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/real/backbone_174.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_176.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_177.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-dreamshaper,see source dataset card,,val
backbone/fake/backbone_178.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,val
backbone/fake/backbone_179.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/real/backbone_180.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_181.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_182.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val
backbone/real/backbone_184.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_185.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.2-klein-base-4b,see source dataset card,,train
backbone/fake/backbone_186.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,val
backbone/real/backbone_188.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_189.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/real/backbone_190.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_191.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_192.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_193.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,val
backbone/real/backbone_194.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_195.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_196.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,train
backbone/fake/backbone_197.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,val
backbone/fake/backbone_198.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/fake/backbone_199.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-juggernaut,see source dataset card,,train
backbone/real/backbone_200.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_201.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.2-klein-base-4b,see source dataset card,,train
backbone/real/backbone_202.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_203.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,train
backbone/fake/backbone_204.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-1.1-pro,see source dataset card,,train
backbone/fake/backbone_205.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-amateursnapshotphotos,see source dataset card,,train
backbone/real/backbone_207.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_208.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_210.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5,see source dataset card,,val
backbone/real/backbone_211.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_212.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_213.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,val
backbone/real/backbone_214.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/fake/backbone_215.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/real/backbone_216.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_217.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/real/backbone_218.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_219.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_220.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_221.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_222.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_223.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_224.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/real/backbone_226.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_227.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,test
backbone/fake/backbone_228.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/fake/backbone_229.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val
backbone/real/backbone_232.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/fake/backbone_233.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.2-klein-4b,see source dataset card,,test
backbone/real/backbone_234.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_235.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,train
backbone/real/backbone_236.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_237.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_238.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/real/backbone_239.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_240.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,test
backbone/fake/backbone_242.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,val
backbone/fake/backbone_244.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,mystic,see source dataset card,,val
backbone/fake/backbone_246.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.2-dev,see source dataset card,,val
backbone/real/backbone_247.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_248.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_249.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_250.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5,see source dataset card,,train
backbone/fake/backbone_251.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,chroma,see source dataset card,,train
backbone/fake/backbone_252.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,novaanimexl_ilv140,see source dataset card,,train
backbone/real/backbone_253.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_254.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-epicdream,see source dataset card,,train
backbone/fake/backbone_255.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,cyberrealistic-pony-v14.1,see source dataset card,,train
backbone/real/backbone_256.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_257.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/fake/backbone_258.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_259.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_260.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,stable-diffusion-v1-4,see source dataset card,,test
backbone/real/backbone_261.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_262.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_263.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_265.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val
backbone/real/backbone_266.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/fake/backbone_267.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/real/backbone_268.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_269.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,anima-preview2,see source dataset card,,val
backbone/real/backbone_271.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_272.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,midjourney-6,see source dataset card,,val
