filename,source,source_title,source_url,license,license_url,artist,credit,category,width,height
wikimedia_26c3424ac2d2.jpg,wikimedia_commons,File:Abdoulaye Harouna.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ed/Abdoulaye_Harouna.jpg,public domain,,VOA,"<p>[<a rel=""nofollow"" class=""external free"" href=""https://www.youtube.com/watch?v=zu6auInadyw"">https://www.youtube.com/watch?v=zu6auInadyw</a> Preparation of Moroccan Team AS Sale for BAL Season 2
</p>
] – 2:09",Category:Basketball players,1680,1528
wikimedia_30a281f94133.jpg,wikimedia_commons,"File:J.J. Broderick, (7-24-22) LOC npcc.06740.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a8/J.J._Broderick%2C_%287-24-22%29_LOC_npcc.06740.jpg,public domain,,National Photo Company Collection,"<p>Library of Congress
</p>
<ul><li><i>Catalog:</i> <a rel=""nofollow"" class=""external free"" href=""https://www.loc.gov/pictures/item/2016833081"">https://www.loc.gov/pictures/item/2016833081</a></li>
<li><i>Original url:</i> <a rel=""nofollow"" class=""external free"" href=""https://hdl.loc.gov/loc.pnp/npcc.06740"">https://hdl.loc.gov/loc.pnp/npcc.06740</a></li></ul>",Category:Tennis players,4320,5395
wikimedia_89e84d4ec5d1.jpg,wikimedia_commons,File:Jose Alonso 1927.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6d/Jose_Alonso_1927.jpg,public domain,,Manuel Rosenberg,"Cincinnati Post newspaper, books, Columbia University Rare Book &amp; Manuscript Library",Category:Tennis players,882,1559
wikimedia_d2702a25f478.jpg,wikimedia_commons,File:Michael Kawooya.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Michael_Kawooya.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Samson_Ssemakadde&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Samson Ssemakadde (page does not exist)"">Samson Ssemakadde</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Tennis players,1264,2016
wikimedia_6b28d41aa8df.jpg,wikimedia_commons,File:Michael Kawooya2.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Michael_Kawooya2.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Samson_Ssemakadde&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Samson Ssemakadde (page does not exist)"">Samson Ssemakadde</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Tennis players,2344,3120
wikimedia_8bb90d6871aa.jpg,wikimedia_commons,File:Oliver Fanshawe at the 2024 Queensland Tennis Awards.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/Oliver_Fanshawe_at_the_2024_Queensland_Tennis_Awards.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Qcsportsmediaeditor&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Qcsportsmediaeditor (page does not exist)"">Qcsportsmediaeditor</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Tennis players,3024,4032
wikimedia_0092131ec8ac.jpg,wikimedia_commons,File:Practicing tennis outdoors 2021 cloudy day Apartment Building at 2225 N Street.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Practicing_tennis_outdoors_2021_cloudy_day_Apartment_Building_at_2225_N_Street.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Kurt_Kaiser&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Kurt Kaiser (page does not exist)"">Kurt Kaiser</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Tennis players,4608,3456
wikimedia_265c445e4a7d.jpg,wikimedia_commons,"File:1888, premier départ d'une course de sprint 'à l'américaine'.jpg",https://upload.wikimedia.org/wikipedia/commons/b/b1/1888%2C_premier_d%C3%A9part_d%27une_course_de_sprint_%27%C3%A0_l%27am%C3%A9ricaine%27.jpg,public domain,,Le Miroir des sports,"Le Miroir des sports, 16 décembre 1925, p.434",Category:Sprinters,696,543
wikimedia_bee4651e9b7c.jpg,wikimedia_commons,File:200mW at Josef Odlozil Memorial in Prague 14June2010 064.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/200mW_at_Josef_Odlozil_Memorial_in_Prague_14June2010_064.jpg,public domain,,"<a href=""//commons.wikimedia.org/wiki/User:Miaow_Miaow"" title=""User:Miaow Miaow"">User:Miaow Miaow</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Sprinters,1869,1324
wikimedia_c7b252e893a2.jpg,wikimedia_commons,File:200mW at Josef Odlozil Memorial in Prague 14June2010 065.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/200mW_at_Josef_Odlozil_Memorial_in_Prague_14June2010_065.jpg,public domain,,"<a href=""//commons.wikimedia.org/wiki/User:Miaow_Miaow"" title=""User:Miaow Miaow"">User:Miaow Miaow</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Sprinters,1862,1334
wikimedia_60e0801f6780.jpg,wikimedia_commons,File:ABDELMALICK LAHOULOU 3e à la finale du 400 mètres haies.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ac/ABDELMALICK_LAHOULOU_3e_%C3%A0_la_finale_du_400_m%C3%A8tres_haies.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Charlyneros"" title=""User:Charlyneros"">Charlyneros</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Sprinters,4795,4912
wikimedia_2dc114c24c39.jpg,wikimedia_commons,File:ABDELMALICK LAHOULOU à la finale du 400 mètres haies.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/ABDELMALICK_LAHOULOU_%C3%A0_la_finale_du_400_m%C3%A8tres_haies.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Charlyneros"" title=""User:Charlyneros"">Charlyneros</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Sprinters,7360,4912
wikimedia_15cc0218c0b1.jpg,wikimedia_commons,File:BIENVENU W. SAWADOGO triste a la finale.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e7/BIENVENU_W._SAWADOGO_triste_a_la_finale.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Charlyneros"" title=""User:Charlyneros"">Charlyneros</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Sprinters,7360,4912
wikimedia_9a350eb8333e.jpg,wikimedia_commons,File:ELMEHDI DEMOCRATI 7e à la finale du 400 mètres haies.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/ELMEHDI_DEMOCRATI_7e_%C3%A0_la_finale_du_400_m%C3%A8tres_haies.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Charlyneros"" title=""User:Charlyneros"">Charlyneros</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Sprinters,7360,4912
wikimedia_8c463e524662.jpg,wikimedia_commons,File:ELMEHDI DEMOCRATI du 400 mètres haies.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e7/ELMEHDI_DEMOCRATI_du_400_m%C3%A8tres_haies.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Charlyneros"" title=""User:Charlyneros"">Charlyneros</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Sprinters,7360,4912
wikimedia_7bf31538a488.jpg,wikimedia_commons,File:Erriyon Knighton (USA) 2022.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Erriyon_Knighton_%28USA%29_2022.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"Erik van Leeuwen, attribution: Erik van Leeuwen (bron: Wikipedia).","<a rel=""nofollow"" class=""external text"" href=""https://erki.zenfolio.com/p829809362/h20f62f5b#h20f62f5b"">Zenfolio - Erki Pictures</a>",Category:Sprinters,355,397
wikimedia_5f7422cda209.jpg,wikimedia_commons,File:Erriyon Knighton (cropped) Eugene 2022.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b6/Erriyon_Knighton_%28cropped%29_Eugene_2022.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"Erik van Leeuwen, attribution: Erik van Leeuwen (bron: Wikipedia).","<a rel=""nofollow"" class=""external text"" href=""https://erki.zenfolio.com/p829809362/h20f62f5b#h20f62f5b"">Zenfolio - Erki Pictures</a>",Category:Sprinters,426,506
wikimedia_5a172280055f.jpg,wikimedia_commons,File:Ethel Smith Fanny Rosenfeld 1928 Olympics.jpg,https://upload.wikimedia.org/wikipedia/commons/3/33/Ethel_Smith_Fanny_Rosenfeld_1928_Olympics.jpg,public domain,,"Unknown author<span style=""display: none;"">Unknown author</span>","Library and Archives Canada <u>does not</u> allow free use of its copyrighted works. <small>See <a href=""//commons.wikimedia.org/wiki/Category:Images_from_Library_and_Archives_Canada"" title=""Category:Images from Library and Archives Canada"">Category:Images from Library and Archives Canada</a>.</small>",Category:Sprinters,2320,1436
wikimedia_9d5ec3137de9.jpg,wikimedia_commons,File:Healthy-person-woman-sport (24242974791).jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Healthy-person-woman-sport_%2824242974791%29.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/137643065@N06"">www.Pixel.la Free Stock Photos</a>","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/137643065@N06/24242974791/"">healthy-person-woman-sport</a>",Category:Sprinters,5472,3648
wikimedia_aeb7fb242dae.jpg,wikimedia_commons,"File:Image from page 318 of ""Greek athletic sports and festivals"" (1910).jpg",https://upload.wikimedia.org/wikipedia/commons/2/22/Image_from_page_318_of_%22Greek_athletic_sports_and_festivals%22_%281910%29.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Internet Archive Book Images,"<a rel=""nofollow"" class=""external free"" href=""https://www.flickr.com/photos/internetarchivebookimages/14790123523/"">https://www.flickr.com/photos/internetarchivebookimages/14790123523/</a>",Category:Sprinters,1560,836
wikimedia_c612b5918a34.jpg,wikimedia_commons,File:LINDUKHLE GORA sud africain finaliste.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/LINDUKHLE_GORA_sud_africain_finaliste.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Charlyneros"" title=""User:Charlyneros"">Charlyneros</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Sprinters,5478,4912
wikimedia_61663412b8fc.jpg,wikimedia_commons,File:SHIRLEY NEKHUBUI 400 METRE FEMME FINALE.jpg,https://upload.wikimedia.org/wikipedia/commons/3/34/SHIRLEY_NEKHUBUI_400_METRE_FEMME_FINALE.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Charlyneros"" title=""User:Charlyneros"">Charlyneros</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Sprinters,4265,4911
wikimedia_2e42b86da6cf.jpg,wikimedia_commons,"File:Alki Beach swimming beach and bathhouse, West Seattle, probably between 1908 and 1930 (SEATTLE 1994).jpg",https://upload.wikimedia.org/wikipedia/commons/c/ca/Alki_Beach_swimming_beach_and_bathhouse%2C_West_Seattle%2C_probably_between_1908_and_1930_%28SEATTLE_1994%29.jpg,public domain,,"<div class=""fn value"">
Unknown photographer<span style=""display: none;"">Unknown photographer</span></div>","<a rel=""nofollow"" class=""external text"" href=""http://content.lib.washington.edu/seattleweb/index.html"">Seattle Photographs</a>",Category:Swimmers,768,492
wikimedia_b014d85f272c.jpg,wikimedia_commons,"File:Five men sitting on a log at Bugge Beach, Ketchikan, Alaska, July 27, 1930 (AL+CA 7187).jpg",https://upload.wikimedia.org/wikipedia/commons/7/7b/Five_men_sitting_on_a_log_at_Bugge_Beach%2C_Ketchikan%2C_Alaska%2C_July_27%2C_1930_%28AL%2BCA_7187%29.jpg,public domain,,Unidentified,"<a rel=""nofollow"" class=""external text"" href=""http://content.lib.washington.edu/alaskawcanadaweb/index.html"">Alaska, Western Canada and United States Collection</a>",Category:Swimmers,768,437
wikimedia_58e997b894f3.jpg,wikimedia_commons,"File:Group of people at Bugge Beach, Ketchikan, Alaska, July 27, 1930 (AL+CA 7188).jpg",https://upload.wikimedia.org/wikipedia/commons/2/20/Group_of_people_at_Bugge_Beach%2C_Ketchikan%2C_Alaska%2C_July_27%2C_1930_%28AL%2BCA_7188%29.jpg,public domain,,Unidentified,"<a rel=""nofollow"" class=""external text"" href=""http://content.lib.washington.edu/alaskawcanadaweb/index.html"">Alaska, Western Canada and United States Collection</a>",Category:Swimmers,768,447
wikimedia_0d44fbcc6cb4.jpg,wikimedia_commons,File:Jack Kelly.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2f/Jack_Kelly.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Jgkelly35&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Jgkelly35 (page does not exist)"">Jgkelly35</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Swimmers,1600,2000
wikimedia_58621b40084b.jpg,wikimedia_commons,File:Nadadora de águas abertas em Fernando de Noronha.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3d/Nadadora_de_%C3%A1guas_abertas_em_Fernando_de_Noronha.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Thuaia&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Thuaia (page does not exist)"">Thuaia</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Swimmers,4032,2268
wikimedia_c0943c70ea50.jpg,wikimedia_commons,File:Nadadores em águas abertas.jpg,https://upload.wikimedia.org/wikipedia/commons/8/83/Nadadores_em_%C3%A1guas_abertas.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Thuaia&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Thuaia (page does not exist)"">Thuaia</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Swimmers,4032,2268
wikimedia_1efbbc60a8a7.jpg,wikimedia_commons,File:024 Scott playing volleyball - USACE-p15141coll5-9519.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/85/024_Scott_playing_volleyball_-_USACE-p15141coll5-9519.jpeg,public domain,,Stanley Scott Collection,"<a rel=""nofollow"" class=""external free"" href=""https://usace.contentdm.oclc.org/digital/collection/p15141coll5/id/9519"">https://usace.contentdm.oclc.org/digital/collection/p15141coll5/id/9519</a>",Category:Volleyball players,4298,5326
wikimedia_534b0767e85a.jpg,wikimedia_commons,File:026 Scott playing volleyball - USACE-p15141coll5-9405.jpeg,https://upload.wikimedia.org/wikipedia/commons/a/ad/026_Scott_playing_volleyball_-_USACE-p15141coll5-9405.jpeg,public domain,,Stanley Scott Collection,"<a rel=""nofollow"" class=""external free"" href=""https://usace.contentdm.oclc.org/digital/collection/p15141coll5/id/9405"">https://usace.contentdm.oclc.org/digital/collection/p15141coll5/id/9405</a>",Category:Volleyball players,4339,5399
wikimedia_990a6262f9ca.jpg,wikimedia_commons,File:At Your Service (6922190385).jpg,https://upload.wikimedia.org/wikipedia/commons/7/7e/At_Your_Service_%286922190385%29.jpg,public domain,,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/40927340@N03"">Marines</a> from Arlington, VA, United States","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/marine_corps/6922190385/"">At Your Service</a>",Category:Volleyball players,2880,2095
wikimedia_f01b3346a23c.jpg,wikimedia_commons,File:Costa Rica Langosta Beach near Tamarindo 0208.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7a/Costa_Rica_Langosta_Beach_near_Tamarindo_0208.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/w/index.php?title=User:ImagePerson&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:ImagePerson (page does not exist)"">ImagePerson</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Volleyball players,5184,3456
wikimedia_774468b4ff9e.jpg,wikimedia_commons,File:Early 1900s image of gymnasium volleyball.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Early_1900s_image_of_gymnasium_volleyball.jpg,public domain,,"Unknown author<span style=""display: none;"">Unknown author</span>","<a rel=""nofollow"" class=""external free"" href=""https://www.volleyballwinnipeg.ca/history"">https://www.volleyballwinnipeg.ca/history</a>",Category:Volleyball players,1024,577
wikimedia_aa8b16c6b857.jpg,wikimedia_commons,File:Equipo de Volleyball Femenino de Quezaltepeque.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bc/Equipo_de_Volleyball_Femenino_de_Quezaltepeque.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Argoel2&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Argoel2 (page does not exist)"">Argoel2</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Volleyball players,1080,943
wikimedia_77ed54ff3890.jpg,wikimedia_commons,File:Amy-hudson1948-crop.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Amy-hudson1948-crop.jpg,public domain,,"Unknown author<span style=""display: none;"">Unknown author</span>","Truth, 5 December 1948 <a rel=""nofollow"" class=""external free"" href=""https://trove.nla.gov.au/newspaper/article/169376211"">https://trove.nla.gov.au/newspaper/article/169376211</a>",Category:Cricketers,409,790
wikimedia_57d1828cedd5.jpg,wikimedia_commons,File:Benalla Distric Cricket players practise.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/Benalla_Distric_Cricket_players_practise.jpg,cc0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Gibrate1&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Gibrate1 (page does not exist)"">Gibrate1</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",Category:Cricketers,3620,2400
wikimedia_61bf5c53d52f.jpg,wikimedia_commons,File:Dar Lyon and Tom Lowry.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cf/Dar_Lyon_and_Tom_Lowry.jpg,public domain,,"unknown employee of ""Sports and General"" photography agency","<i>Somerset county cricket</i>, by FS Ashley-Cooper",Category:Cricketers,1169,776
wikimedia_c7f2f54d0623.jpg,wikimedia_commons,File:Deputy Secretary Verma Hosts Cricket Event (53788984088).jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Deputy_Secretary_Verma_Hosts_Cricket_Event_%2853788984088%29.jpg,public domain,,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/9364837@N06"">U.S. Department of State</a> from United States","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/statephotos/53788984088/"">Deputy Secretary Verma Hosts Cricket Event</a>",Category:Cricketers,2400,2126
wikimedia_8b354b91fc05.jpg,wikimedia_commons,File:Deputy Secretary Verma Hosts Cricket Event - 53787828247.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Deputy_Secretary_Verma_Hosts_Cricket_Event_-_53787828247.jpg,public domain,,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/9364837@N06"">U.S. Department of State</a> from United States","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/statephotos/53787828247/"">Deputy Secretary Verma Hosts Cricket Event</a>",Category:Cricketers,2400,2540
wikimedia_c507c5e93c37.png,wikimedia_commons,File:Jack Mahony of Wellington FL 29 1 1910.png,https://upload.wikimedia.org/wikipedia/commons/4/41/Jack_Mahony_of_Wellington_FL_29_1_1910.png,public domain,,Cobcroft Photo (Wellington),"Papers Past: <i>Free Lance</i> (NZ), 29 January 1910 <a rel=""nofollow"" class=""external free"" href=""https://paperspast.natlib.govt.nz/newspapers/NZFL19100129.2.29.1"">https://paperspast.natlib.govt.nz/newspapers/NZFL19100129.2.29.1</a>",Category:Cricketers,438,764
